pnum,stntype,stnstatus,opstatus,sitecity,sitestate,region,lat,lon,elev,project,networks,multi_types,is_realtime,mean_latency_last_hour,mean_latency_last_day,data_complete_last_day,data_complete_last_hour,status
P223,GPS,Installed,Operable,"Castro Valley",CA,SW,37.722055167839336,-122.09978328437373,139.97059732184508,PBO,"NOTA, PBO",GPS,1,303,352,99,99,OK
P224,GPS,Installed,Operable,Berkeley,CA,SW,37.86389769237087,-122.21906420964388,407.3704254683768,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,354,334,100,100,OK
P225,GPS,Installed,Operable,"Castro Valley",CA,SW,37.71386692879203,-122.0583323696423,117.17867545670053,PBO,"NOTA, PBO",GPS,1,90,191,99,100,OK
P226,GPS,Installed,Operable,"SAN JOSE",CA,SW,37.33677748392889,-121.82559027249161,5.088191524303994,PBO,"NOTA, PBO",GPS,1,66,46,99,100,OK
P227,GPS,Installed,Operable,"East of Fremont",CA,SW,37.53297502962569,-121.78960117294352,707.4596964856237,PBO,"NOTA, PBO",GPS,1,194,248,99,100,OK
P228,GPS,Installed,Operable,Livermore,CA,SW,37.60183622015279,-121.68694017048696,399.04701606502624,PBO,"NOTA, PBO",GPS,1,283,328,100,100,OK
P229,GPS,Installed,Operable,"San Ramon",CA,SW,37.74943609997174,-121.97796029202203,289.3505206408201,PBO,"NOTA, PBO",GPS,1,186,297,100,100,OK
P230,GPS,Installed,Operable,Livermore,CA,SW,37.81896458746923,-121.78640324096062,648.0175022019707,PBO,"NOTA, PBO",GPS,1,310,321,100,100,OK
P231,GPS,Installed,Operable,"Pacific Grove",CA,SW,36.621679735551595,-121.9054160211769,-26.319119631250246,PBO,"NOTA, PBO",GPS,1,232,243,99,100,OK
P232,GPS,Installed,Operable,Salinas,CA,SW,36.72402290632455,-121.579047325553,105.37624906307984,PBO,"NOTA, PBO",GPS,1,60,47,100,100,OK
P233,GPS,Installed,Operable,Hollister,CA,SW,36.80042809220974,-121.42028852112074,196.84611322165384,PBO,"NOTA, PBO",GPS,1,1076,1072,99,100,OK
P234,GPS,Installed,Operable,"SAN JUAN BAUTISTA",CA,SW,36.85852871867164,-121.59123147496757,92.60998041487616,PBO,"NOTA, PBO",GPS,1,1153,1149,100,100,OK
P235,GPS,Installed,Operable,"SAN JUAN BAUTISTA",CA,SW,36.81427487440133,-121.54154678028402,361.72467081433774,PBO,"NOTA, PBO",GPS,1,258,311,99,100,OK
P236,GPS,Installed,Inoperable,"San Juan Bautista",CA,N/A,36.90354668429594,-121.55446522653781,56.18023024313685,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
P237,GPS,Installed,Operable,CHUALAR,CA,SW,36.63702653725406,-121.38683572267041,711.5926948395689,PBO,"NOTA, PBO",GPS,1,112,103,100,100,OK
P238,GPS,Installed,Inoperable,HOLLISTER,CA,N/A,36.849081285404516,-121.45277235155424,44.92001032676878,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
P239,GPS,Installed,Operable,Gilroy,CA,SW,36.96246374521718,-121.5477918062733,18.52587559902858,PBO,"NOTA, PBO",GPS,1,1148,1144,99,100,OK
P241,GPS,Installed,Operable,"MORGAN HILL",CA,SW,37.21301146861824,-121.57426353544926,834.2560689376279,PBO,"NOTA, PBO",GPS,1,0,170,77,77,OK
P242,GPS,Installed,Operable,Gilroy,CA,SW,36.95393341994844,-121.46318793584382,14.709911477273279,PBO,"NOTA, PBO",GPS,1,1511,1511,99,100,OK
P243,GPS,Installed,Operable,hollister,CA,SW,36.91818912695811,-121.33515615200045,220.79170843935435,PBO,"NOTA, PBO",GPS,1,1084,1079,99,100,OK
P244,GPS,Installed,Operable,Gilroy,CA,N/A,37.01082373876674,-121.35452119684015,58.746227220594044,PBO,"NOTA Affiliated, PBO",GPS,1,-1,-1,99,100,"Status Unavailable"
P245,GPS,Installed,Operable,"Yosemite NTL Park",CA,SW,37.713116292395966,-119.70612488430166,1579.872302359446,PBO,"NOTA, PBO",GPS,1,99,96,99,100,OK
P247,GPS,Installed,Operable,HOLLISTER,CA,SW,36.559520862860225,-121.18843869759394,569.1136225004235,PBO,"NOTA, PBO",GPS,1,389,557,99,100,OK
P248,GPS,Installed,Operable,Antioch,CA,SW,37.97560858480278,-121.86870087228672,229.838297284558,PBO,"NOTA, PBO",GPS,1,285,316,99,100,OK
P249,GPS,Installed,Operable,Paicines,CA,SW,36.61164545177803,-121.06441455091337,1155.7689266118307,PBO,"NOTA, PBO",GPS,0,,,,,"Status Unavailable"
P250,GPS,Installed,Operable,Hollister,CA,SW,36.950035471504464,-121.26844164315446,584.7208966270291,PBO,"NOTA, PBO",GPS,1,411,455,99,100,OK
P251,GPS,Installed,Inoperable,HOLLISTER,CA,N/A,36.81145015284436,-121.34795338893576,128.2713128284015,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
P252,GPS,Installed,Operable,Gustine,CA,N/A,37.169555620681294,-121.05773292090518,40.185362184553675,PBO,"NOTA Affiliated, PBO",GPS,1,369,323,0,0,"Status Unavailable"
P253,GPS,Installed,Operable,LIVERMORE,CA,SW,37.478450089578864,-121.65301337564688,1065.0885494669633,PBO,"NOTA, PBO",GPS,1,1133,1133,94,82,OK
P254,GPS,Installed,Operable,LIVERMORE,CA,SW,37.48963253492462,-121.46919911017889,1076.2160218695456,PBO,"NOTA, PBO",GPS,1,1107,1102,24,39,OK
P255,GPS,Installed,Operable,WESTLEY,CA,N/A,37.581885125927464,-121.32485646485753,73.54792901127078,PBO,"NOTA Affiliated, PBO",GPS,1,396,357,99,100,"Status Unavailable"
P256,GPS,Installed,Operable,Brentwood,CA,SW,37.931964318156055,-121.60484300613308,-30.68539712806847,PBO,"NOTA, PBO",GPS,1,5,6,99,100,OK
P258,GPS,Installed,Operable,Patterson,CA,SW,37.38538914583294,-121.28327552161687,390.8410433691798,PBO,"NOTA, PBO",GPS,1,103,112,99,100,OK
P259,GPS,Installed,Inoperable,Patterson,CA,N/A,37.43301993518093,-121.10058296065495,3.8338764657089386,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
P261,GPS,Installed,Operable,Vallejo,CA,SW,38.152960728837556,-122.21754292384963,118.17498503607464,PBO,"NOTA, PBO",GPS,1,49,42,99,100,OK
P262,GPS,Installed,Operable,Martinez,CA,SW,38.025149198461534,-122.09614771822581,-8.544089071708195,PBO,"NOTA, PBO",GPS,1,285,336,100,100,OK
P263,GPS,Installed,Operable,ANGWIN,CA,SW,38.577694862904636,-122.42917973873895,554.4093909165887,PBO,"NOTA, PBO",GPS,1,334,323,100,100,OK
P264,GPS,Installed,Operable,Napa,CA,SW,38.44421491987439,-122.19533358385195,231.0683205653853,PBO,"NOTA, PBO",GPS,1,46,146,99,100,OK
P265,GPS,Installed,Operable,Winters,CA,SW,38.530185374689715,-121.95419832167477,8.018855570300829,PBO,"NOTA Affiliated, PBO",GPS,1,1125,1123,99,100,OK
P266,GPS,Installed,Operable,"Rio Vista",CA,SW,38.18396806363059,-121.84353010503693,22.464536180249357,PBO,"NOTA, PBO",GPS,1,43,29,99,100,OK
P267,GPS,Installed,Operable,Dixon,CA,SW,38.38033538592121,-121.82323796743586,-17.5148252023898,PBO,"NOTA, PBO",GPS,1,30,26,99,100,OK
P268,GPS,Installed,Operable,Dixon,CA,SW,38.47352611999651,-121.64641487606733,-23.952811735660713,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,69,57,99,100,OK
P269,GPS,Installed,Operable,Williams,CA,SW,38.99952513254488,-122.35455697135157,298.2597265747556,PBO,"NOTA, PBO",GPS,0,,,,,"Status Unavailable"
P270,GPS,Installed,Operable,Colusa,CA,SW,39.24376971630272,-122.0552167870357,-12.389506792107866,PBO,"NOTA, PBO",GPS,1,16,8,0,0,OK
P271,GPS,Installed,Operable,Woodland,CA,SW,38.657350184793245,-121.7145534027004,-18.44521890874916,PBO,"NOTA, PBO",GPS,1,33,27,98,100,OK
P272,GPS,Installed,Operable,Colusa,CA,N/A,39.145481442229155,-121.94306598423663,-12.059396787514402,PBO,"NOTA Affiliated, PBO",GPS,1,-1,-1,0,0,"Status Unavailable"
P273,GPS,Installed,Operable,Lodi,CA,N/A,38.11581232202391,-121.38808108431991,-26.46497608876088,PBO,"NOTA Affiliated, PBO",GPS,1,-1,-1,0,0,"Status Unavailable"
P274,GPS,Installed,Operable,"elk grove",CA,N/A,38.28312290783578,-121.46051576515782,-27.862780272336252,PBO,"NOTA Affiliated, PBO",GPS,1,163,210,100,100,"Status Unavailable"
P275,GPS,Installed,Operable,GALT,CA,SW,38.32152895415635,-121.21458978506496,-5.265558690331535,PBO,"NOTA, PBO",GPS,1,350,328,99,100,OK
P276,GPS,Installed,Operable,Folsom,CA,SW,38.645307679390456,-121.09516868259811,207.29660747811872,PBO,"NOTA, PBO",GPS,1,277,329,99,100,OK
P277,GPS,Installed,Operable,PESCADERO,CA,SW,37.19237544697207,-122.36688897016319,115.31558167371143,PBO,"NOTA, PBO",GPS,1,465,825,99,100,OK
P278,GPS,Installed,Operable,"San Simeon",CA,SW,35.71125491646008,-121.06076008963734,465.9236571049041,PBO,"NOTA, PBO",GPS,1,70,145,99,100,OK
P279,GPS,Installed,Operable,Bradley,CA,SW,35.79065028051719,-121.06202197624046,469.956790779125,PBO,"NOTA, PBO",GPS,1,1133,1134,100,100,OK
P280,GPS,Installed,Operable,"San Luis Obispo",CA,SW,35.54405675369165,-120.34761096578555,476.4587592862182,PBO,"NOTA, PBO",GPS,1,1109,1098,99,100,OK
P281,GPS,Installed,Operable,Parkfield,CA,SW,35.84106108119046,-120.38946477642841,383.8553441139631,PBO,"NOTA, PBO",GPS,1,1123,1115,100,100,OK
P282,GPS,Installed,Operable,Cholame,CA,SW,35.8378099889071,-120.34521768741763,394.72463341679503,PBO,"NOTA, PBO",GPS,1,1160,1156,0,0,OK
P283,GPS,Installed,Operable,Cholame,CA,SW,35.80667067595191,-120.28525970619393,434.2421339177441,PBO,"NOTA, PBO",GPS,1,118,116,99,100,OK
P284,GPS,Installed,Operable,"San Ardo",CA,SW,35.93326321043755,-120.90684981106389,512.2425586398658,PBO,"NOTA, PBO",GPS,1,293,88,99,100,OK
P285,GPS,Installed,Operable,Bitterwater,CA,SW,36.41718005715043,-120.98148486835436,805.7889918268135,PBO,"NOTA, PBO",GPS,1,55,58,100,100,OK
P286,GPS,Installed,Operable,PAICINES,CA,SW,36.5159090589407,-120.85305942434323,538.8631764634182,PBO,"NOTA, PBO",GPS,1,-1,-1,49,31,"Status Unavailable"
P287,GPS,Installed,Operable,"San Miguel",CA,SW,36.024837927882814,-120.69783720579693,609.7822109868728,PBO,"NOTA, PBO",GPS,1,69,72,99,100,OK
P288,GPS,Installed,Operable,"SAN ARDO",CA,SW,36.140209754725156,-120.87890720170722,397.7479054343017,PBO,"NOTA, PBO",GPS,1,48,44,0,0,OK
P289,GPS,Installed,Operable,"SAN LUCAS",CA,SW,36.10684466753585,-120.74882156492683,540.6851551847112,PBO,"NOTA, PBO",GPS,1,57,52,99,100,OK
P290,GPS,Installed,Operable,"SAN LUCAS",CA,SW,36.17893944632042,-120.72825566495459,987.7953975772684,PBO,"NOTA, PBO",GPS,1,1097,1097,100,100,OK
P291,GPS,Installed,Operable,"SAN ARDO",CA,SW,35.92277999665849,-120.64477623307988,661.3907489385425,PBO,"NOTA, PBO",GPS,0,,,,,OK
P293,GPS,Installed,Operable,Coalinga,CA,SW,36.08936485513026,-120.54299659890412,538.8980407998738,PBO,"NOTA, PBO",GPS,0,,,,,OK
P294,GPS,Installed,Operable,Coalinga,CA,SW,36.123236878882096,-120.43988537929485,509.44167392289006,PBO,"NOTA, PBO",GPS,1,51,53,99,100,OK
P295,GPS,Installed,Operable,"Lake Nacimiento",CA,SW,35.69708017309521,-120.8423886951673,583.518565060968,PBO,"NOTA, PBO",GPS,1,46,39,100,100,OK
P296,GPS,Installed,Operable,Coalinga,CA,SW,36.051655683292694,-120.36356454225819,265.3737194272193,PBO,"NOTA, PBO",GPS,0,,,,,OK
P297,GPS,Installed,Operable,Parkfield,CA,N/A,35.97408844967479,-120.55186273884249,629.3396550330143,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
P298,GPS,Installed,Operable,Coalinga,CA,SW,36.015842849619034,-120.29406230452267,323.28960733349805,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,284,333,100,100,OK
P300,GPS,Installed,Operable,Coalinga,CA,SW,36.30442780765443,-120.27698339873189,137.3199243377088,PBO,"NOTA, PBO",GPS,1,287,382,100,100,OK
P301,GPS,Installed,Operable,Firebaugh,CA,N/A,36.80629140057766,-120.74305589005132,89.2503093974097,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
P302,GPS,Installed,Operable,Mendota,CA,SW,36.63472770165093,-120.6185784734698,122.66834868679786,PBO,"NOTA, PBO",GPS,1,297,347,99,100,OK
P303,GPS,Installed,Operable,"Los Banos",CA,SW,37.054383457822034,-120.70529915438189,-2.288138161827835,PBO,"NOTA, PBO",GPS,1,1166,1171,100,100,OK
P304,GPS,Installed,Operable,Mendota,CA,SW,36.73900443880675,-120.35660228430555,16.88986482313531,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,1134,1131,99,100,OK
P305,GPS,Installed,Operable,Planada,CA,SW,37.352214257514,-120.19676217540939,96.09689706943723,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,77,89,99,100,OK
P306,GPS,Installed,Operable,Oakdale,CA,SW,37.79516716833142,-120.6444619628466,82.55511394864973,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,18,16,99,100,OK
P307,GPS,Installed,Operable,Madera,CA,SW,36.94727040077619,-120.05792340411833,48.873926413827746,PBO,"NOTA, PBO",GPS,1,1111,1112,99,100,OK
P308,GPS,Installed,Operable,"Yosemite NTL Park",CA,SW,37.901150780943254,-119.84020204818614,1501.892990429844,PBO,"NOTA, PBO",GPS,1,1161,1137,99,100,OK
P309,GPS,Installed,Operable,Linden,CA,SW,38.08999038402698,-120.95124110394755,41.433094705702956,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,253,307,100,100,OK
P310,GPS,Installed,Operable,CAMINO,CA,SW,38.73560706330755,-120.33434063174494,1791.3459938717208,PBO,"NOTA, PBO",GPS,1,-1,-1,80,100,OK
P311,GPS,Installed,Operable,Bishop,CA,SW,37.177562882953644,-118.51980429374262,3698.679243995173,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P312,GPS,Installed,Operable,"Fort Bragg",CA,NW,39.52918054440554,-123.69838028892568,254.9221866420972,PBO,"NOTA, PBO",GPS,1,302,408,99,100,OK
P313,GPS,Installed,Operable,"Fort Bragg",CA,NW,39.55429013031955,-123.56455040395869,651.717636010588,PBO,"NOTA, PBO",GPS,1,52,330,13,0,OK
P314,GPS,Installed,Operable,Laytonville,CA,NW,39.68566522138858,-123.58185380928691,1251.9491589420231,PBO,"NOTA, PBO",GPS,1,161,201,100,100,OK
P315,GPS,Installed,Operable,Leggett,CA,NW,39.863584369322815,-123.71690178306011,257.95952586813223,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,1,76,100,100,OK
P317,GPS,Installed,Operable,LAYTONVILLE,CA,NW,39.90567082803874,-123.55185495056597,1118.669751683781,PBO,"NOTA, PBO",GPS,1,53,159,99,100,OK
P318,GPS,Installed,Operable,Willits,CA,NW,39.452370034095516,-123.37185822445448,594.9635905940125,PBO,"NOTA, PBO",GPS,1,91,97,100,100,OK
P319,GPS,Installed,Operable,Covelo,CA,NW,39.70709699721224,-123.29508350729927,513.076668131208,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P320,GPS,Installed,Operable,Willits,CA,NW,39.49282751842654,-123.18678987184461,392.45273153124185,PBO,"NOTA, PBO",GPS,1,-1,1589,57,100,"Status Unavailable"
P321,GPS,Installed,Operable,Covelo,CA,NW,39.89722106982414,-123.39495125460954,1133.6716845715669,PBO,"NOTA, PBO",GPS,1,146,171,100,100,OK
P322,GPS,Installed,Operable,Covelo,CA,NW,39.962143835917146,-123.1824850288306,1433.9457988867332,PBO,"NOTA, PBO",GPS,1,-1,-1,100,100,OK
P324,GPS,Installed,Operable,BLOCKSBURG,CA,NW,40.256838431816156,-123.65574078430723,509.3733682715499,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,2,1,100,100,OK
P325,GPS,Installed,Operable,Orick,CA,NW,41.151670250352474,-123.88260880428376,914.6063866846397,PBO,"NOTA, PBO",GPS,1,57,42,0,0,OK
P326,GPS,Installed,Operable,BRIDGEVILLE,CA,NW,40.57531405491977,-123.69893299416745,1261.71770032039,PBO,"NOTA, PBO",GPS,1,69,282,99,100,OK
P327,GPS,Installed,Operable,BRIDGEVILLE,CA,NW,40.478860489723786,-123.57306732972097,710.0880935732707,PBO,"NOTA, PBO",GPS,1,332,394,93,100,OK
P329,GPS,Installed,Operable,Kettenpom,CA,NW,40.082214887558806,-123.45205007055466,1034.641073948036,PBO,"NOTA, PBO",GPS,1,60,29,100,100,OK
P330,GPS,Installed,Operable,Platina,CA,NW,40.32406877430327,-123.13558500439495,1653.0291692269664,PBO,"NOTA, PBO",GPS,1,71,116,97,100,OK
P331,GPS,Installed,Operable,"Big Flat",CA,NW,40.732914336674725,-123.32414566824482,1542.0080691751396,PBO,"NOTA, PBO",GPS,1,88,55,99,100,OK
P332,GPS,Installed,Operable,Hayfork,CA,NW,40.54665036670727,-123.17450718623226,684.5088058876827,PBO,"NOTA, PBO",GPS,1,181,191,99,100,OK
P333,GPS,Installed,Operable,Covelo,CA,NW,39.621381013676505,-122.97575750655454,2008.8644734579075,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P334,GPS,Installed,Operable,Willows,CA,NW,39.4935918374026,-122.73587510842029,1936.2718268522783,PBO,"NOTA, PBO",GPS,1,4347,6262,52,0,OK
P335,GPS,Installed,Operable,,CA,NW,39.72618980503464,-122.87364061423605,2229.513125214568,PBO,"NOTA, PBO",GPS,1,502,1876,76,100,OK
P336,GPS,Installed,Operable,Willows,CA,NW,39.528079846543385,-122.43048723525396,286.74263706003194,PBO,"NOTA, PBO",GPS,1,51,50,97,100,OK
P337,GPS,Installed,Operable,PLATINA,CA,NW,40.296188715592145,-122.86880805667138,1193.3463453349827,PBO,"NOTA, PBO",GPS,1,26,35,30,98,OK
P338,GPS,Installed,Operable,Weaverville,CA,NW,40.74755283567166,-122.92303168879258,672.2338005625572,PBO,"NOTA, PBO",GPS,1,83,82,99,100,OK
P339,GPS,Installed,Operable,"Red Bluff",CA,NW,40.03411048865896,-122.66825305012426,979.5874633340535,PBO,"NOTA, PBO",GPS,1,43,41,99,100,OK
P341,GPS,Installed,Operable,Whiskeytown,CA,NW,40.65065602263959,-122.60690342780484,406.86651587451394,PBO,"NOTA, PBO",GPS,1,51,100,99,100,OK
P343,GPS,Installed,Operable,"BIG BAR",CA,NW,40.88712804892446,-123.33421299155597,1617.4950122307384,PBO,"NOTA, PBO",GPS,1,35,33,99,100,OK
P344,GPS,Installed,Operable,Corning,CA,NW,39.92912294338031,-122.0279751447847,49.781593749973794,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,31,28,100,100,OK
P345,GPS,Installed,Operable,"Red Bluff",CA,NW,40.271234302703576,-122.27080984076989,134.09008355972603,PBO,"NOTA, PBO",GPS,1,367,382,99,100,OK
P346,GPS,Installed,Operable,Laporte,CA,SW,39.79470970773555,-120.86746719085679,2037.3661014224197,PBO,"NOTA, PBO",GPS,1,1528,6858,69,100,OK
P347,GPS,Installed,Operable,Adin,CA,NW,41.18334283685275,-120.94846454277538,1268.832895694621,PBO,"NOTA, PBO",GPS,1,840,438,100,100,"Status Unavailable"
P348,GPS,Installed,Operable,Burney,CA,NW,40.905545533151894,-121.82800612495413,1668.0897123191462,PBO,"NOTA, PBO",GPS,1,5,1,100,100,OK
P349,GPS,Installed,Operable,"Shasta Lake",CA,NW,40.731085196312755,-122.31935428626474,275.4225336031775,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,99,241,99,100,OK
P350,GPS,Installed,Operable,Fairfield,ID,East,43.53275591524405,-114.86284139102258,2388.3710325174957,PBO,"NOTA, PBO",GPS,1,1098,1087,99,100,OK
P351,GPS,Installed,Operable,Ketchum,ID,East,43.87441373688785,-114.71916517083076,2692.621268926198,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P352,GPS,Installed,Operable,MacKay,ID,East,43.84905813931303,-114.09607771177448,2474.6973011192404,PBO,"NOTA, PBO",GPS,0,,,,,"Status Unavailable"
P353,GPS,Installed,Operable,Mackay,ID,East,44.05453765193044,-113.97880370951805,2041.0314641753334,PBO,"NOTA, PBO",GPS,1,19477,20235,29,43,"Status Unavailable"
P354,GPS,Installed,Operable,Mackay,ID,East,44.108510370532656,-113.97894305753451,2000.3136357956785,PBO,"NOTA, PBO",GPS,0,,,,,OK
P355,GPS,Installed,Operable,MACKAY,ID,East,44.217920348649514,-113.7220895063252,2329.2383709686505,PBO,"NOTA, PBO",GPS,0,,,,,"Status Unavailable"
P356,GPS,Installed,Operable,Moose,WY,East,43.816636165669344,-110.48911387968167,2227.7505945708344,PBO,"NOTA, PBO",GPS,1,10,17,100,100,OK
P357,GPS,Installed,Operable,MACKAY,ID,East,44.22710435177045,-113.58189385179713,2295.366324283308,PBO,"NOTA, PBO",GPS,0,,,,,"Status Unavailable"
P358,GPS,Installed,Operable,Leadore,ID,East,44.40189623057213,-113.24066690347718,2419.404939858301,PBO,"NOTA, PBO",GPS,1,69,68,100,100,OK
P359,GPS,Installed,Operable,"Swan Valley  ",ID,East,43.482489400106225,-111.52950272729367,2116.4659213757054,PBO,"NOTA, PBO",GPS,1,1103,1091,100,100,OK
P360,GPS,Installed,Operable,"Island Park",ID,East,44.31785037196801,-111.45068023163367,1857.8590797564007,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,21,16,99,100,OK
P361,GPS,Installed,Operable,"Island Park",ID,East,44.5603468642836,-111.43969183137784,2930.9553310199008,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P362,GPS,Installed,Operable,Carpenterville,OR,NW,42.209104038823426,-124.22578997622279,1012.4248849902903,PBO,"NOTA, PBO",GPS,1,47,50,99,100,OK
P364,GPS,Installed,Operable,Bandon,OR,NW,43.090328180603386,-124.40929099010452,6.481453840093195,PBO,"NOTA, PBO",GPS,1,277,324,100,100,OK
P365,GPS,Installed,Operable,"COOS BAY",OR,NW,43.39551844621479,-124.25348364890556,27.125236940597436,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,-1,-1,100,100,OK
P366,GPS,Installed,Operable,Florence,OR,NW,43.61431070310005,-123.97959499443681,529.1171801640622,PBO,"NOTA, PBO",GPS,1,41,41,99,100,OK
P367,GPS,Installed,Operable,NEWPORT,OR,NW,44.585246359987906,-124.0615717378831,22.94129487832141,PBO,"NOTA, PBO",GPS,1,63,67,100,100,OK
P368,GPS,Installed,Operable,"GRANTS PASS",OR,NW,42.50352442508301,-123.38342224143372,319.47206206901313,PBO,"NOTA, PBO",GPS,1,14,13,100,100,OK
P370,GPS,Installed,Operable,Ashland,OR,NW,42.19098676456909,-122.65637377924065,555.0755232742085,PBO,"NOTA, PBO",GPS,1,25,27,100,100,OK
P371,GPS,Installed,Operable,Glide,OR,NW,43.36327335719275,-123.05790119245052,1198.080911174409,PBO,"NOTA, PBO",GPS,1,19,10,99,100,OK
P372,GPS,Installed,Operable,ENTERPRISE,OR,NW,45.428136649463184,-117.25165960890217,1208.333592161911,PBO,"NOTA, PBO",GPS,1,1113,1162,99,100,OK
P373,GPS,Installed,Operable,Yoncalla,OR,NW,43.622518863497156,-123.33327627081943,169.94132750430916,PBO,"NOTA, PBO",GPS,1,9,14,100,100,OK
P374,GPS,Installed,Operable,Alsea,OR,NW,44.38192560163075,-123.59064144031959,73.24425747170108,PBO,"NOTA, PBO",GPS,1,84,123,100,100,OK
P375,GPS,Installed,Operable,Philomath,OR,NW,44.68925431342209,-123.42698793228669,99.23994405662306,PBO,"NOTA, PBO",GPS,1,117,122,100,100,OK
P376,GPS,Installed,Operable,Salem,OR,NW,44.94120250627541,-123.1022677001304,180.89158653825865,PBO,"NOTA, PBO",GPS,1,44,51,100,100,OK
P377,GPS,Installed,Operable,SPRINGFIELD,OR,NW,44.052118307525134,-122.88705969530577,142.42299737258656,PBO,"NOTA, PBO",GPS,1,35,50,100,100,OK
P378,GPS,Installed,Operable,Lebanon,OR,NW,44.53498206928323,-122.93088290914841,83.14909302412134,PBO,"NOTA, PBO",GPS,1,42,42,89,67,OK
P380,GPS,Installed,Operable,"Klamath Falls",OR,NW,42.25966990391585,-121.77969999860224,1390.843744613984,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,5,3,99,100,OK
P381,GPS,Installed,Operable,"Alkali Lake",OR,NW,43.00177596007337,-119.95180548147295,1567.4854944164465,PBO,"NOTA, PBO",GPS,1,80,82,100,100,OK
P382,GPS,Installed,Operable,Chemult,OR,NW,43.17705622581623,-121.76957589756907,1453.2529829920004,PBO,"NOTA, PBO",GPS,1,1116,1114,99,100,OK
P383,GPS,Installed,Operable,Cascadia,OR,NW,44.342184037731215,-122.21722205304545,1295.6010876830728,PBO,"NOTA, PBO",GPS,0,,,,,OK
P384,GPS,Installed,Operable,"Mill City",OR,NW,44.84113018720495,-122.48281972746287,1182.593740991117,PBO,"NOTA, PBO",GPS,1,41,39,100,100,OK
